ingredients,title_directions
"'1/2 cup butter', '1/2 cup shortening', '2 (1 ounce) squares unsweetened chocolate', '1 cup water', '2 cups unbleached all-purpose flour', '2 cups white sugar', '1 teaspoon ground cinnamon', '1 teaspoon baking soda', '1/2 cup buttermilk', '2 eggs, beaten', '1 teaspoon vanilla extract', '1/2 cup butter', '2 (1 ounce) squares unsweetened chocolate, melted', '6 tablespoons milk', ""1 pound confectioners' sugar"", '1 teaspoon vanilla extract', '1 cup chopped pecans'","""Texas Sheet Cake III""'Preheat oven to 350 degrees F (175 degrees C). Grease one 9x13 inch cake pan.', 'In a small saucepan, combine 1/2 cup butter, 1/2 cup shortening, 2 ounces chocolate, and water. Heat until chocolate is melted; set aside.', 'In a large bowl, combine flour, sugar, cinnamon, and baking soda. Make a well in the center, and pour in buttermilk, eggs, and vanilla. Add melted butter/chocolate mixture, and beat until smooth. Pour batter into prepared pan.', 'Bake in preheated oven for 20 to 25 minutes, or until cake tests done. Five minutes before cake is done, make frosting.', ""To make frosting: In a saucepan, combine 1/2 cup butter, 2 ounces chocolate, and 6 tablespoons milk. Heat until bubbles form around the edge; remove from heat.  Beat in confectioners' sugar, 1 teaspoon vanilla, and nuts. Frost cake while still warm. Allow to cool totally before cutting."""
"'2 cups all-purpose flour', '1 teaspoon baking soda', '2 cups white sugar', '1/2 cup butter', '1/2 cup shortening', '1 cup strong brewed coffee', '1/4 cup unsweetened cocoa powder', '1/2 cup buttermilk', '2 eggs', '1 teaspoon vanilla extract', '1/2 cup butter', '1/4 cup milk', '1 teaspoon milk', '1 teaspoon vanilla extract', '2 tablespoons unsweetened cocoa powder', ""3 1/2 cups confectioners' sugar""","""Texas Sheet Cake IV""'Preheat oven to 400 degrees F (200 degrees C). Grease and flour jelly roll pan or line with parchment paper.', 'In a large bowl, mix together flour, baking soda and white sugar. Set aside.', 'In a saucepan, heat 1/2 cup butter, shortening, coffee, and 1/4 cup cocoa until boiling. Stir frequently. Pour chocolate mixture over flour and sugar. Stir in buttermilk, eggs, baking soda and 1 teaspoon vanilla. Spread into jelly roll pan.', 'Bake for 20 minutes in the preheated oven, or until toothpick inserted in center of cake comes out clean.', ""While cake bakes, prepare frosting. Combine 1/2 cup butter or margarine, milk and 2 tablespoons cocoa in a saucepan. Heat to boiling, stirring constantly. Beat in confectioners' sugar and vanilla until smooth. Spread warm frosting over cake as soon as it is taken from the oven. Cool."""
"'2 cups all-purpose flour', '2 cups white sugar', '1 teaspoon baking soda', '1/2 teaspoon salt', '1/2 cup sour cream', '2 eggs', '1 cup butter', '1 cup water', '5 tablespoons unsweetened cocoa powder', '6 tablespoons milk', '5 tablespoons unsweetened cocoa powder', '1/2 cup butter', ""4 cups confectioners' sugar"", '1 teaspoon vanilla extract', '1 cup chopped walnuts (optional)'","""Texas Sheet Cake V""'Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10x15 inch pan.', 'Combine the flour, sugar, baking soda and salt.  Beat in the sour cream and eggs.  Set aside.  Melt the butter on low in a saucepan, add the water and 5 tablespoons cocoa.  Bring mixture to a boil then remove from heat.  Allow to cool slightly, then stir cocoa mixture into the egg mixture, mixing until blended.', 'Pour batter into prepared pan.  Bake in the preheated oven for 20 minutes, or until a toothpick inserted into the center comes out clean.', ""For the icing:  In a large saucepan, combine the milk, 5 tablespoons cocoa and 1/2 cup butter.  Bring to a boil, then remove from heat.  Stir in the confectioners' sugar and vanilla, then fold in the nuts, mixing until blended.  Spread frosting over warm cake."""
"'1 cup hot brewed coffee', '1 cup butter', '5 tablespoons unsweetened cocoa powder', '2 cups all-purpose flour', '2 cups white sugar', '1 teaspoon baking soda', '1/2 teaspoon salt', '3 eggs', '1 (8 ounce) container sour cream', '1 teaspoon vanilla extract', '1/2 cup butter', '6 tablespoons milk', '6 tablespoons unsweetened cocoa powder', ""4 cups confectioners' sugar"", '1 teaspoon vanilla extract', '1 cup chopped pecans'","""Texas Sheet Cake VI""'Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 12x18 inch sheet pan. In a saucepan, combine coffee, 1 cup butter and 5 tablespoons cocoa. Bring to a boil, reduce heat and stir until smooth. Remove from heat and set aside.', 'In a large bowl, combine flour, white sugar, baking soda and salt. Make a well in the center and pour in eggs, sour cream and 1 teaspoon vanilla. Mix well, then beat in cocoa mixture. Spread into prepared pan.', 'Bake in the preheated oven for 20 to 25 minutes, or until a toothpick inserted into the center of the cake comes out clean. Frost while still warm.', ""To make the Frosting:  In a saucepan, combine 1/2 cup butter, milk and 6 tablespoons cocoa. Bring to a boil, reduce temperature and stir until smooth. Remove from heat and blend in the confectioners' sugar. Stir in 1 teaspoon vanilla and chopped pecans. Spread on cake while still warm."""
"'1\u2009½ cups white sugar', '2  eggs', '2 cups fruit cocktail', '2 teaspoons baking soda', '2 cups all-purpose flour', '¼ cup packed brown sugar', '1 cup chopped walnuts'","""Texas Tornado Cake""'Grease and flour a 9 x 13 inch cake pan.  Preheat oven to 325 degrees F (165 degrees C).', 'Mix together sugar, eggs, fruit cocktail, soda, and flour.  Pour batter into prepared pan.', 'Mix the brown sugar and nuts together, and sprinkle mixture onto the batter.', 'Bake for 40 minutes, or until done.'"
"'1 (3.5 ounce) package flaked coconut', '1/4 teaspoon salt', '1/2 cup rice flour', '3/4 cup tapioca flour', '1/2 tablespoon arrowroot starch', '1 cup unsweetened coconut cream', '1/2 cup white sugar', '1 pound ripe bananas, mashed', '1/8 teaspoon salt', '1/2 cup coconut milk'","""Thai Steamed Banana Cake""'Toss the coconut with 1/4 teaspoon salt in a bowl; set aside.', 'Sift the rice flour, tapioca flour, and arrowroot starch together in a large bowl; stir the coconut cream into the mixture until the flours are incorporated into the cream, at least 10 minutes. Stir the sugar into the mixture until completely dissolved. Add the mashed banana and mix well. Add 1/8 teaspoon salt and coconut milk; again, mix well. Pour the batter into a square baking tin or individual aluminum foil cups. Top with the reserved coconut.', 'Bring about 1-1/2 inches of water to boil in a steamer fitted with a large basket. Steam the cake over the boiling water until cooked through, 20 to 25 minutes.'"
"'2 tablespoons tapioca flour', '1/4 cup rice flour', '1 1/2 teaspoons arrowroot powder', '1/2 cup unsweetened coconut cream', '1 cup white sugar', '1 (2 pound) pumpkin - peeled, seeded, and grated', '1 cup coconut milk', '1/8 teaspoon salt'","""Thai-Style Steamed Pumpkin Cake""'Bring about 1-1/2 inches of water to boil in a steamer fitted with a basket large enough for a 9-inch square baking dish to lie flat.', 'Sift the tapioca flour, rice flour, and arrowroot powder together into a bowl. Gradually stir the coconut cream into the mixture until completely incorporated and smooth, about 10 minutes. Stir the sugar, pumpkin, coconut milk, and salt into the mixture, dissolving the sugar completely into the batter; pour into a 9-inch square baking dish.', 'Steam over the boiling water until the cake is cooked through, about 25 minutes. Allow the cake to cool before cutting into squares to serve.'"
"'1 cup white sugar', '1/4 cup unsweetened coconut cream', '1 tablespoon cornstarch', '4 1/2 cups grated, peeled yucca root (tapioca root)', '1 cup water', '2 cups flaked coconut, divided', '1/4 teaspoon salt'","""Thai-Style Steamed Tapioca Cake""'Mix the sugar, coconut cream, and cornstarch together in a bowl until the sugar dissolves completely. Add the grated cassava, water, and about 1/3 of the grated coconut; mix well.', 'Toss the remaining coconut with the salt in a separate bowl; set aside.', 'Bring a couple inches of water to boil in a wok or large pot. Arrange 8 1-cup ramekins into a large steamer insert and place over the boiling water for 3 minutes. Remove the insert and spoon the cassava mixture into the heated ramekins to fill. Sprinkle a portion of the coconut over the top of each cake.', 'Steam the cakes over the boiling water until cooked through, 15 to 20 minutes. Depending on the size of your steamer, you may need to do this in multiple batches. Make sure you have enough water to continually boil, if this is the case.'"
"'Crust:', '1 1/4 cups chopped pecans, divided', '1 cup all-purpose flour', '1/2 cup butter, softened', '2 tablespoons white sugar', ""1 tablespoon confectioners' sugar"", 'Cream Cheese Layer:', '1 (8 ounce) package cream cheese, softened', ""3/4 cup confectioners' sugar"", '2 (8 ounce) containers whipped topping (such as Cool Whip®), divided', 'Pumpkin Layer:', '1 1/2 cups canned pumpkin', '1 1/2 cups milk', '1/2 cup brown sugar', '2 (3 ounce) packages instant vanilla pudding mix', '1 3/4 teaspoons pumpkin pie spice', '1 pinch ground cinnamon, or more to taste'","""Thanksgiving Pumpkin Slush Cake""'Preheat oven to 350 degrees F (175 degrees C).', ""Stir 1 cup pecans, flour, butter, white sugar, and 1 tablespoon confectioners' sugar together until crumbly. Press pecan mixture into the bottom of a 9x13-inch baking dish."", 'Bake pecan crust in the preheated oven until golden, 20 minutes. Cool completely.', ""Beat cream cheese and 3/4 cup confectioners' sugar in a bowl with an electric mixer until fluffy, about 2 minutes. Fold 1 1/2 cups whipped topping into cream cheese mixture. Spread cream cheese mixture over cooled pecan crust."", 'Beat pumpkin, milk, brown sugar, vanilla pudding mix, and pumpkin pie spice together in a bowl with an electric mixer until mixture thickens, 2 to 3 minutes. Gently fold in 4 ounces whipped topping. Spread pumpkin mixture in a layer over the cream cheese mixture.', 'Spread remaining whipped topping over the pumpkin mixture layer. Sprinkle cinnamon and remaining 1/4 cup pecans over the top. Cover with plastic wrap and refrigerate for at least 3 hours or overnight.'"
"'2 cups white sugar', '2 cups all-purpose flour', '1/2 cup butter', '1/2 cup vegetable oil', '1 cup water', '1/4 cup unsweetened cocoa powder', '1 teaspoon baking soda', '1/2 cup buttermilk', '2 eggs', '1 teaspoon salt', '1 teaspoon ground cinnamon', '1 teaspoon vanilla extract', '1/2 cup butter', '1/4 cup unsweetened cocoa powder', '1/4 cup milk', ""4 cups confectioners' sugar"", '1 teaspoon vanilla extract', '1 cup chopped pecans'","""The Best Chocolate Cake You Ever Ate""'Preheat oven to 375 degrees F (190 degrees C). Grease and flour one 9 x 13 inch pan.', 'Sift 2 cups white sugar and 2 cups flour together; set aside.', 'In a sauce pan; combine 1/2 cup butter or margarine, oil, water, and 1/4 cup cocoa. Bring mixture to a boil, remove from heat and add to dry ingredients.', 'Dissolve baking soda in buttermilk; add with eggs, salt, cinnamon and 1 teaspoon vanilla to cocoa, flour mixture and stir well.', 'Pour batter into a 9 x 13 inch pan.  Bake at 375 degrees F (190 degrees C) for 20 minutes.', 'To Make Frosting: Five minutes before cake is done combine 1/2 cup butter,1/4 cup cocoa and 1/4 cup milk in saucepan and bring to a boil.', ""Remove from heat and stir in confectioners' sugar, 1 teaspoon vanilla, and chopped pecans.  Pour frosting over hot cake.  Cake remains moist and may be frozen. Serves 20."""
"'1 cup margarine', '1/2 cup shortening', '3 cups white sugar', '5 eggs', '2 1/2 cups all-purpose flour', '1/2 cup self-rising flour', '1 cup evaporated milk', '1 tablespoon lemon extract', '1/2 teaspoon vanilla extract'","""The Best Pound Cake""""Don't preheat oven. Grease and flour a 10 inch tube or Bundt pan.  Sift together the all purpose flour and self-rising flour; set aside."", 'In a large bowl, cream together the margarine, shortening and sugar until light and fluffy. Beat in the eggs one at a time. Alternately beat in the flour mixture and the milk, mixing just until incorporated. Finally, stir in the lemon extract and vanilla.', 'Pour batter into a 10 inch tube or Bundt pan. Place cake in cool oven and set oven to 350 degrees F (175 degrees C). Bake for 1 hour and 15 minutes, or until toothpick inserted in center comes out clean.'"
"'1 1/2 cups all-purpose flour', '1 cup rolled oats', '1 cup melted butter', '1/2 cup brown sugar', '1/2 cup graham cracker crumbs', '1/4 cup chocolate sauce, or to taste, divided', '1/2 gallon vanilla ice cream, sliced'","""The Boys Ice Cream Cake""'Preheat oven to 375 degrees F (190 degrees C). Grease a baking sheet.', 'Mix flour, oats, butter, brown sugar, and graham cracker crumbs together in a bowl; spread mixture onto the prepared baking sheet.', 'Bake in the preheated oven until lightly browned, about 15 minutes. Sprinkle half the oat mixture into a 9x13-baking dish; gently pat into dish. Drizzle half the chocolate sauce over oat layer.', 'Arrange vanilla ice cream slices over chocolate layer; sprinkle the remaining oat mixture over ice cream layer. Drizzle the remaining ice cream sauce over cake. Cover dish with aluminum foil and freeze until set, at least 5 hours.'"
"'3 cups all-purpose flour', '2 cups white sugar', '1 teaspoon baking soda', '1 teaspoon salt', '1 teaspoon ground cinnamon', '3 eggs', '1 1/2 cups vegetable oil', '1 teaspoon vanilla extract', '1 (8 ounce) can crushed pineapple, drained', '2 cups banana, mashed', '1 cup chopped walnuts'","""The Cake That Doesn't Last""'Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch Bundt pan.', 'In a large bowl, mix flour, sugar, baking soda, salt and cinnamon. Make a well in the center and pour in the eggs, oil, vanilla, pineapple, mashed banana and chopped walnuts. Mix well and pour into prepared pan.', 'Bake in the preheated oven for 75 minutes, or until a toothpick inserted into the center of the cake comes out clean. Serve hot or cold.'"
