title,ingredients
Elegant Chocolate Mousse Cake,"['Crust:', 'chocolate wafer crumbs', 'butter, melted', 'Filling:', 'semisweet chocolate, chopped', '', ', ', 'heavy whipping cream', confectioners' sugar, 'Topping:', 'heavy whipping cream', confectioners' sugar, or to taste, 'orange liqueur  ']"
Elegant Light Fruit Cake,"['ground almonds', 'red cied cherries', 'green cied cherries', ' package diced cied citron', 'golden raisins', 'cied pineapple, diced', 'all-purpose flour', 'shortening', 'all-purpose flour', 'white sugar', 'yolks', 'almond extract', 'bry', 'milk', 'all-purpose flour', 'whites', 'cream of tartar']"
Elegant Southern Jam Cake,"[' package white cake mix', ' package instant vanilla pudding mix', 'water', 'vegetable oil', '', 'white sugar', 'water', 'whites', 'marshmallow creme', 'seedless fruit preserves']"
Elvis Presley Cake,"[' package white cake mix', ' can crushed pineapple with juice', 'white sugar', ' package cream cheese', 'butter, softened', confectioners' sugar, 'vanilla extract', 'chopped pecans']"
End of the Rainbow Cake,"['butter flavored shortening', 'white sugar', '', 'vanilla extract', 'almond extract', 'milk', 'all-purpose flour', 'baking powder', ' salt']"
English Caraway Cake,"['butter, softened', 'butter, softened', 'all-purpose flour', 'baking powder', 'salt to taste', 'white sugar', 'caraway seed', '', 'milk']"
English Christmas Cake,"['all-purpose flour', 'mixed spice', 'ground cinnamon', 'grated lemon zest', 'butter', 'superfine sugar', '', 'raisins', 'golden raisins', 'dried currants', 'cied cherries', 'chopped almonds', 'bry']"
English Pound Cake,"['sifted all-purpose flour', 'baking soda', ' salt', 'butter, ', 'white sugar', ', ', 'vanilla extract', 'orange extract', 'almond extract', 'sour cream']"
English Walnut Date Cake,"['dates, pitted  chopped', 'English walnuts, coarsely chopped', 'white sugar', 'baking powder', 'all-purpose flour', 'yolks', 'whites']"
Excellent Puffed Wheat Cake,"['puffed wheat cereal', 'brown sugar, not packed', '½ cup butter', '½ cup corn syrup', 'Dutch-process cocoa ', 'vanilla extract']"
Extreme Chocolate Cake,"['white sugar', 'all-purpose flour', 'unsweetened cocoa powder', 'baking soda', 'baking powder', ' salt', '', 'milk', 'vegetable oil', 'vanilla extract', 'boiling water', 'butter', 'unsweetened cocoa powder', confectioners' sugar, 'milk', 'vanilla extract']"
Fabulous Carrot Cake,"['butter, ', 'packed brown sugar', 'granulated sugar', '', ' can DOLE® Crushed Pineapple, well drained', 'shredded DOLE carrots', 'DOLE Seedless Raisins', 'vanilla extract', 'all-purpose flour', 'baking soda', 'ground cinnamon', 'ground ginger', ' salt', ' package cream cheese, softened', 'powdered sugar', 'grated lemon peel', 'lemon juice']"
Fabulous Fudge Chocolate Cake,"['all-purpose flour', 'baking soda', ' salt', 'butter', 'packed brown sugar', '', 'vanilla extract', ' squares unsweetened chocolate, melted', 'sour cream', 'boiling water', 'butter', 'packed brown sugar', 'milk', confectioners' sugar]"
Fabulous Fudge Ribbon Cake,"[' package cream cheese', 'white sugar', '', 'vanilla extract', 'all-purpose flour', 'white sugar', 'baking powder', ' salt', 'baking soda', 'milk', 'shortening', '', 'vanilla extract', ' squares unsweetened chocolate, melted', ' squares semisweet chocolate', 'butter', 'water', 'vegetable oil']"
Fabulous Oatmeal-Bran Cake,"['boiling water', 'rolled oats', 'whole bran cereal', 'white sugar', 'packed light brown sugar', 'shortening', '', 'baking soda', 'ground cinnamon', ' salt', 'all-purpose flour']"
Fabulous Orange Cake,"[' package yellow cake mix', ' package instant vanilla pudding mix', 'sour cream', '', 'vegetable oil', 'orange liqueur', 'white chocolate chips', confectioners' sugar for dusting]"
Fabulously Sweet Pear Cake,"['pears', 'white sugar', 'packed brown sugar', 'chopped pecans', 'vegetable oil', '', 'all-purpose flour', ' salt', 'baking soda', 'vanilla extract']"
Fast and Easy Low-Guilt Cake,"[' package white cake mix', '⅔ cups water', '½ cup egg substitute', 'vanilla extract', 'butter flavored extract']"
Favorite Chocolate Cake,"['cake flour', 'baking soda', ' salt', 'water', ' squares unsweetened chocolate', 'butter', 'white sugar', '', 'vanilla extract', 'sour cream']"
Festive Prune Cake,"['all-purpose flour', 'baking soda', ' salt', 'ground cinnamon', 'ground nutmeg', 'ground cloves', 'ground allspice', 'shortening', 'white sugar', '', 'prune juice', 'prunes, cooked  chopped', 'chopped walnuts']"
Fig Cake I,"['all-purpose flour', 'ground cinnamon', 'ground cloves', 'ground nutmeg', 'baking soda', 'baking powder', '½ teaspoon salt', '½ cups white sugar', 'butter', ', beaten', 'buttermilk', 'chopped fresh figs', 'chopped pecans', '½ cup butter', '½ cup white sugar', '½ cup evaporated milk', '½ teaspoon baking soda']"
Fig Cake II,"['all-purpose flour', ' salt', 'ground cinnamon', 'ground nutmeg', 'ground allspice', 'vanilla extract', '', 'white sugar', 'vegetable oil', 'buttermilk', 'baking soda', 'hot water', 'vanilla extract', 'canned figs with juice, chopped', 'chopped pecans', 'white sugar', 'buttermilk', 'baking soda', 'light corn syrup', 'butter', 'vanilla extract']"
Fig Spice Cake,"['dried figs', '½ cup buttermilk', '½ cups all-purpose flour', 'baking powder', '½ teaspoon baking soda', ' salt', '½ teaspoon ground cinnamon', '¼ teaspoon ground cloves', '½ cup butter', 'white sugar', '', 'vanilla extract', 'chopped walnuts']"
Filled Rhubarb Coffee Cake,"['¼ teaspoon ground cinnamon', 'white sugar', 'milk', 'lemon juice', '½ cup shortening', '½ cups white sugar', '', 'vanilla extract', 'all-purpose flour', 'baking soda', '½ teaspoon salt', 'chopped fresh rhubarb', '⅓ cup brown sugar', '⅓ cup white sugar', 'ground cinnamon', 'chopped walnuts', 'white sugar, or to taste', '¼ teaspoon ground cinnamon, or to taste']"
Five Flavor Pound Cake I,"['butter, softened', 'shortening', 'white sugar', ', beaten', 'all-purpose flour', 'baking powder', 'milk', 'coconut extract', 'lemon extract', 'rum flavored extract', 'butter flavored extract', 'vanilla extract', 'white sugar', 'water', 'coconut extract', 'rum flavored extract', 'butter flavored extract', 'lemon extract', 'vanilla extract']"
Five Flavor Pound Cake II,"['butter', 'vegetable oil', '', 'white sugar', 'all-purpose flour', 'baking powder', ' salt', 'milk', 'coconut extract', 'rum flavored extract', 'butter flavored extract', 'lemon extract', 'vanilla extract', 'water', 'white sugar', 'almond extract']"
Flag Cake,"[' loaf prepared pound cake, sliced', 'mixed berry fruit juice', 'agar-agar powder', 'sliced fresh strawberries', 'fresh blueberries', 'heavy cream', 'honey', 'fresh blueberries', 'fresh strawberries, halved']"
Flax Seed Carrot Cake,"['whites', 'white sugar', 'nonfat milk', 'applesauce', 'vanilla extract', 'almond extract ', 'whole wheat flour', 'all-purpose flour', 'ground flax seed', 'ground cinnamon', 'ground nutmeg', 'ground cloves', 'baking soda', 'chopped walnuts', 'raisins', ' can crushed pineapple, drained', 'grated carrot']"
Flourless Banana Honey Cake,"['bananas', 'honey', 'vegetable oil', ', ', 'chopped walnuts', 'ground cinnamon, or to taste ', 'ground nutmeg, or to taste ', 'ground allspice, or to taste ', 'salt to taste']"
Flourless Chocolate Cake I,"['water', ' salt', 'white sugar', ' squares bittersweet chocolate', 'unsalted butter', '']"
Flourless Chocolate Cake II,"[' squares semisweet chocolate, chopped', 'butter', 'white sugar', 'cocoa powder', ', beaten', 'vanilla extract']"
Flourless Chocolate Espresso Cake,"['Cake:', 'instant espresso powder', 'hot water', 'LAND O LAKES® Unsalted Butter', 'high-quality bittersweet chocolate baking bar, broken into small pieces', ' sugar', 'O LAKES® Eggs', 'unsweetened cocoa powder', 'Espresso Whipped Cream:', 'instant espresso powder', 'hot water', 'LAND O LAKES® Heavy Whipping Cream, chilled', ' sugar', 'powdered sugar', 'extra fine edible glitter']"
Flourless Chocolate Mousse Cake,"['bittersweet chocolate, chopped', 'margarine', 'white sugar, ', ', ']"
Flourless Coconut and Almond Cake,"['almond meal', 'coconut flakes', 'caster  sugar', '', 'vanilla extract', 'unsalted butter, melted  cooled', 'almond slices', confectioners' sugar, or to taste]"
Fluffy Banana Cake,"[', broken into chunks', 'sifted all-purpose flour', 'baking powder', 'baking soda', ' salt', 'shortening', 'white sugar', '', 'vanilla extract', 'buttermilk', 'whipped heavy cream']"
Fluffy Cake Doughnuts,"['all-purpose flour', 'white sugar', 'baking powder', 'ground nutmeg', 'ground cinnamon', ' salt', 'milk', ', beaten', 'vanilla extract', 'shortening', confectioners' sugar, 'hot water', 'almond extract']"
Four Egg Yellow Cake,"['shortening', 'white sugar', '', 'vanilla extract', 'all-purpose flour', 'baking powder', ' salt', 'milk']"
Fourteen K Carrot Cake,"['sifted all-purpose flour', 'baking powder', 'baking soda', ' salt', 'ground cinnamon', 'white sugar', 'vegetable oil', '', ' jars carrot baby food', 'crushed pineapple, drained', 'chopped walnuts', 'flaked coconut']"
Fourteen Layer Chocolate Cake,"['shortening', 'butter', 'white sugar', '', 'milk', 'self-rising flour', 'vanilla extract', 'white sugar', 'butter', 'unsweetened cocoa powder', 'water', 'evaporated milk']"
Fragrant and Healthy Carrot Cake,"['¾ cup whole wheat flour', '¾ cup cake flour', '½ cup packed brown sugar', 'ground cinnamon', 'carob powder ', 'baking powder', 'baking soda', '½ teaspoon salt', '½ tablespoons molasses', '¼ cup vegetable oil', '', ', juiced  zested', '½ teaspoons grated lemon zest', '½ cup raisins', 'figs, chopped', 'poppy seeds', 'grated carrots', '¼ cup chopped pecans']"
Frankenstein Ice Cream Cake,"['mint chocolate chip ice cream', 'heavy whipping cream', 'white sugar', 'whipped cream stabilizer ', 'vanilla extract', 'green food coloring, or as desired', 'crushed chocolate swich cookies ', 'melted butter', 'hot fudge sauce, or as needed', 'chocolate sprinkles, or as desired', 'swich cookies ']"
Franklin Nut Cake,"['butter', 'white sugar', '', 'all-purpose flour', 'baking powder', 'cied cherries', 'cied pineapple chunks', 'chopped pecans', ' salt', 'vanilla extract']"
French Chocolate Cake,"['white sugar', ' squares semi-sweet chocolate', 'unsalted butter, cubed', 'vanilla extract', ', ', 'sifted all-purpose flour', 'cream of tartar', 'salt to taste', confectioners' sugar, for dusting ]"
Fresh Apple Cake by MeMom,"['all-purpose flour', 'white sugar', 'baking soda', 'ground cinnamon', 'ground allspice', ' salt', 'ground cloves', 'ground nutmeg', '', 'vegetable oil', 'buttermilk', 'pure vanilla extract', 'sliced apples', 'chopped pecans', 'margarine', 'brown sugar', 'all-purpose flour', 'milk', 'pure vanilla extract']"
Fresh Apple Cake I,"['white sugar', 'butter', '', 'all-purpose flour', 'baking soda', ' salt', 'ground cinnamon', 'vanilla extract', 'apple - peeled, cored,  chopped', 'chopped walnuts']"
Fresh Apple Cake II,"['chopped apples', 'white sugar', 'all-purpose flour', 'baking soda', 'ground cinnamon', ' salt', 'vegetable oil', ', beaten', 'vanilla extract', 'chopped walnuts']"
Fresh Apple Cake III,"['all-purpose flour', 'baking soda', ' salt', 'vegetable oil', 'white sugar', ', beaten', 'vanilla extract', 'apple - peeled, cored  diced', 'chopped walnuts', 'margarine', 'light brown sugar', 'evaporated milk', 'chopped walnuts']"
Fresh Apple Cake,"['vegetable oil', 'white sugar', ', beaten', 'vanilla extract', 'all-purpose flour', 'baking soda', ' salt', 'ground cinnamon', 'ground nutmeg', 'apples - peeled, cored  diced', 'chopped walnuts', 'raisins ', ' container cream cheese frosting', 'finely chopped walnuts']"
Fresh Apple Spice Cake,"[' apples', 'water', 'white sugar', 'butter', 'white sugar', '', 'all-purpose flour', 'whole wheat flour', 'baking soda', 'ground cinnamon', 'ground nutmeg', 'ground cloves', ' salt', 'raisins']"
Fresh Apple Walnut Cake,"['all-purpose flour', 'baking soda', 'ground cinnamon', ' salt', '- peeled, cored  sliced', 'white sugar', 'brown sugar', 'vegetable oil', '', 'vanilla extract', 'chopped walnuts']"
Fresh Apricot-Honey Sponge Cake (Russian Style),"['butter, plus more for pan', 'bread crumbs', 'apricots, pitted  sliced', 'honey', ' eggs, ', 'white sugar', 'white sugar', 'milk', 'all-purpose flour', 'baking powder', 'crushed walnuts']"
Fresh Blueberry Cake,"['all-purpose flour', 'baking powder', 'white sugar', ' salt', 'shortening', 'milk', '', 'lemon zest', 'blueberries']"
Fresh Coconut Cake,"['Fresh Coconut Cake:', 'coconut, drained  meat grated', 'milk, or as needed', 'all-purpose flour', 'baking powder', ' salt', 'butter, ', 'shortening', 'white sugar', ', ', 'vanilla extract', 'Coconut Frosting:', 'water', 'white sugar', 'cream of tartar', ' salt', 'whites', 'vanilla extract', 'butter, ', 'grated fresh coconut']"
Fresh Coconut Layer Cake,"['heavy whipping cream', 'white sugar', 'cream of coconut', 'cornstarch', 'coconut milk', 'unsalted butter, softened', 'grated fresh coconut', 'all-purpose flour', 'baking powder', ' salt', 'white sugar', '', 'unsalted butter, cubed', 'vanilla extract', 'coconut milk', 'cream cheese, softened', 'unsalted butter, softened', ' salt', sifted confectioners' sugar, 'coconut milk', 'vanilla extract', 'white sugar', 'water', 'vanilla extract', 'shredded coconut']"
Fresh Cranberry Cake,"['all-purpose flour', 'baking soda', ' salt', 'white sugar', 'butter, melted', ', beaten', 'milk', 'fresh cranberries', 'white sugar', 'butter', 'heavy whipping cream', 'vanilla extract']"
Fresh Fig Cake,"['butter, softened', 'white sugar', '', 'all-purpose flour', ' salt', 'baking powder', 'evaporated milk', 'vanilla extract', 'almond extract', 'chopped fresh figs', 'packed brown sugar', 'water', 'chopped fresh figs', 'lemon juice']"
Fresh Fruit Cake,"['whites', 'water', 'white sugar', 'yolks', 'all-purpose flour', 'baking powder', 'cornstarch', 'water', ' can sweetened condensed milk', 'yolks', 'sliced strawberries', 'sliced peaches', 'blueberries', 'whipped cream']"
Fresh Grapefruit Cake,"['butter, softened', 'white sugar', '', 'vanilla extract', 'grated grapefruit zest', 'fresh grapefruit juice', 'milk', 'sifted cake flour', 'baking powder', ' salt']"
Fresh Lemon Bundt Cake,"['butter, softened', 'white sugar', ' eggs', 'all-purpose flour', 'fresh lemon juice', 'lemon, zested']"
Fresh Orange Refrigerator Cake,"['fresh orange juice', 'white sugar', ' packages unflavored gelatin', 'lemon juice', ' salt', 'heavy whipping cream', 'diced orange segments', ' package ladyfingers', 'fresh strawberries']"
Fresh Pear Cake,"['peeled, cored  chopped pears', 'white sugar', 'sifted all-purpose flour', ' salt', 'baking soda', 'ground nutmeg', 'ground cinnamon', 'ground cloves', 'whites', 'canola oil', 'chopped pecans']"
Fresh Pineapple Upside Down Cake,"['¾ cup butter', '¾ cup packed dark brown sugar', '¾ cup unsweetened pineapple juice', '½ cups all-purpose flour', 'baking powder', '½ teaspoon salt', '½ cup white sugar', '', '½ teaspoon vanilla extract', 'pineapple - peeled, cored  cut into rings']"
Fresh Strawberry Coffee Cake,"['butter', 'white sugar', '', 'all-purpose flour', 'baking powder', ' salt', 'milk', ' strawberries', 'all-purpose flour', 'white sugar', 'butter, softened', 'flaked coconut']"
Fresh Strawberry Upside Down Cake,"['crushed fresh strawberries', ' package strawberry flavored Jell-O® mix', 'miniature marshmallows', ' package yellow cake mix, batter prepared as directed on package']"
Friendship Cake,"[' package yellow cake mix', '', 'vegetable oil', 'fruit cocktail, drained', 'chopped walnuts']"
Frosting for German Chocolate Cake,"['half--half', 'butter', 'white sugar', 'yolks', 'cornstarch', 'flaked coconut', 'chopped walnuts']"
Frozen Pineapple Upside Down Cake Martini,"['pineapple sherbet', 'pineapple juice', 'ounces vanilla-flavored vodka', 'ounces butterscotch-flavored schnapps', 'grenadine syrup']"
Fruit Cocktail Cake I,"['all-purpose flour', 'white sugar', ' salt', 'baking powder', '', ' can fruit cocktail', 'packed brown sugar']"
